Animal,Peso,Sexo,Idade,Raça,FC,FR,PAS,T°C,Oximetria,Hematócrito,Arquivo
Matilda,"3,400",Fêmea,"5 anos, 4 meses, 13 dias
Pelagem",SEM RAÇA DEFINIDA,206  ,52 ,70 - 80 - 100 - 110 - 120  ,,,,____ADMISSÃO_____ - Matilda - Gabriella.pdf
MATTE,"31,200",Macho,"9 anos, 7 meses, 4 dias
Pelagem",Golden retriever,128 ,,200 ,,99,,____ADMISSÃO_____ - MATTE - RAPHAEL.pdf
MAX,,Macho,"11 anos, 3 meses, 17 dias
Pelagem",Rottweiler,120 - 140 ,40 - 28 ,130 - 130 ,,94,,____ADMISSÃO_____ - MAX - MARINA (1).pdf
MAYA,"9,000",Fêmea,"6 anos, 3 meses, 28 dias
Pelagem",Pug,106 ,,140 ,,100,,____ADMISSÃO_____ - MAYA - PAULO.pdf
MEG,,Fêmea,"10 anos, 2 meses, 16 dias
Pelagem",Yorkshire terrier,160 ,,240 ,,,,____ADMISSÃO_____ - MEG - FABIANA.pdf
MEG,,Fêmea,"14 anos, 4 meses, 11 dias
Pelagem",Shih-Tzu,150 - 136 - 88 - 96,20 - 24 - 26,150 - 150,,,,____ADMISSÃO_____ - MEG - THAIS.pdf
MEL,"6,450",Fêmea,"4 anos, 9 meses, 23 dias
Pelagem",Pug,137 ,28 ,90 - 100 - 90 - 100 ,,93,,____ADMISSÃO_____ - MEL - ADRIANE.pdf
MEL,"11,300",Fêmea,"12 anos, 10 meses, 2 dias
Pelagem",SEM RAÇA DEFINIDA,108 - 120 ,,,,100,,____ADMISSÃO_____ - MEL - AMALIA.pdf
MURPHY,"15,300",Macho,"5 anos, 4 meses, 5 dias
Pelagem",Cocker spaniel inglês,148 - 148 - 145 - 155 - 148 ,,140 - 140 - 140 - 170 - 150 ,,100,,____ADMISSÃO_____ - MURPHY - CLAUDIO.pdf
NICK,,Macho,"7 anos, 8 meses, 1 dia
Pelagem",-,200 ,28 ,120 ,,100,,____ADMISSÃO_____ - NICK - GIOVANNA.pdf
NINA,"28,800",Fêmea,"9 anos, 7 meses
Pelagem",Border collie,116 ,48 ,130  ,,99,,____ADMISSÃO_____ - NINA - LILIAN.pdf
NINA,"14,800",Fêmea,"15 anos, 8 meses, 4 dias
Pelagem",SEM RAÇA DEFINIDA,120 ,30,160,,98,,____ADMISSÃO_____ - NINA - ROBINEY (1).pdf
NINA,"14,800",Fêmea,"15 anos, 3 meses, 1 dia
Pelagem",SEM RAÇA DEFINIDA,112 ,36 ,180 ,,97,,____ADMISSÃO_____ - NINA - ROBINEY.pdf
PANQUECA,,Fêmea,"7 anos, 21 dias
Pelagem",Biewer Terrier,112  ,,130  ,,,,____ADMISSÃO_____ - PANQUECA - MARLON (1).pdf
PANQUECA,"1,850",Fêmea,"7 anos, 28 dias
Pelagem",Biewer Terrier,160 ,,160 ,,,,____ADMISSÃO_____ - PANQUECA - MARLON.pdf
PAÇOCA,"15,600",Macho,"12 anos
Pelagem",SEM RAÇA DEFINIDA,124 - 140 ,36 - 36  ,124 - 140  ,,94,,____ADMISSÃO_____ - PAÇOCA - OTAVIO.pdf
Pipoca,,Fêmea,"4 anos
Pelagem",Spitz Alemão(Lulu da pomerania),185 ,28 ,120 ,,96,,____ADMISSÃO_____ - Pipoca - RUBENS (2).pdf
PUCCA,"3,400",Fêmea,"15 anos, 26 dias
Pelagem",Poodle médio,120 ,28 ,120 ,,94,,____ADMISSÃO_____ - PUCCA - THAIS.pdf
RICOTA,"9,000",Fêmea,"11 anos, 6 dias
Pelagem",Yorkshire terrier,108 -  38 - 88  - 67 - 72 -  80 - 67,24 - 23 - 23,120 - 120 - 110 - 120  ,36.8 - 35.4 - 37.8 - 38.1 - 37.8 ,,,____ADMISSÃO_____ - RICOTA - JOSE.pdf
RUTH,"5,300",Fêmea,"11 anos, 4 meses, 11 dias
Pelagem",Poodle médio,136 ,,200 ,38.5 ,98,,____ADMISSÃO_____ - RUTH - LETICIA (1).pdf
RÉGIS,"5,900",Macho,"14 anos, 4 meses, 1 dia
Pelagem",Shih-Tzu,148 ,64 ,150 ,39.4 ,96,,____ADMISSÃO_____ - RÉGIS - SUELY.pdf
Shakira,"3,600",Fêmea,"15 anos, 2 meses, 14 dias
Pelagem",Pinscher,128 ,,140 ,,95,,____ADMISSÃO_____ - SHAKIRA - Adrianne.pdf
SOPHIA,"5,500",Fêmea,"14 anos, 6 meses, 13 dias
Pelagem",Shih-Tzu,112 ,,160 ,,,,____ADMISSÃO_____ - SOPHIA - MARINA.pdf
SOPHIE,,Fêmea,"6 anos, 2 meses, 20 dias
Pelagem",Spitz Alemão(Lulu da pomerania),128 ,,140 ,,,,____ADMISSÃO_____ - SOPHIE - CARLA.pdf
STITCH,"6,950",Macho,"13 anos
Pelagem",Shih-Tzu,124  ,32 ,140 ,,95,,____ADMISSÃO_____ - STITCH - ANTONIO.pdf
